id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
867,Male,21,1,46,1,< 1 Year,No,35733,160,93,0
868,Male,31,1,28,1,< 1 Year,No,24002,152,261,0
869,Female,42,1,3,0,1-2 Year,Yes,43811,154,243,0
870,Female,37,1,28,1,1-2 Year,No,48427,124,176,0
871,Female,40,1,30,1,1-2 Year,No,30719,152,261,0
872,Male,29,1,50,0,< 1 Year,Yes,32200,124,79,0
873,Male,34,1,41,1,1-2 Year,Yes,36264,26,241,0
874,Female,65,1,30,1,1-2 Year,Yes,2630,157,125,0
875,Male,73,1,48,0,1-2 Year,Yes,2630,15,94,0
876,Female,22,1,32,1,< 1 Year,No,35727,152,116,0
877,Male,50,1,28,1,1-2 Year,No,45072,26,65,0
878,Male,30,1,28,1,1-2 Year,Yes,2630,157,127,0
879,Female,52,1,11,0,1-2 Year,Yes,2630,156,195,0
880,Male,63,1,28,1,1-2 Year,Yes,65387,26,146,0
881,Female,47,1,28,1,1-2 Year,No,32752,26,105,0
882,Male,34,1,45,0,1-2 Year,Yes,2630,156,223,1
883,Male,54,1,9,0,> 2 Years,Yes,40603,31,161,1
884,Male,83,1,41,1,1-2 Year,No,40935,124,166,0
885,Male,72,1,28,0,1-2 Year,No,60923,124,179,0
886,Female,25,1,34,0,< 1 Year,Yes,2630,152,46,0
887,Male,57,1,28,0,1-2 Year,Yes,39067,26,134,0
888,Male,54,1,28,0,1-2 Year,Yes,36574,26,66,0
889,Male,24,1,41,1,< 1 Year,No,33243,152,33,0
890,Female,25,1,22,1,< 1 Year,No,29364,152,88,0
891,Female,77,1,3,0,1-2 Year,Yes,40743,26,65,0
892,Female,24,1,8,1,< 1 Year,No,33324,152,83,0
893,Male,45,1,3,1,1-2 Year,Yes,31641,124,183,0
894,Male,26,1,14,1,< 1 Year,No,2630,152,137,0
895,Female,29,1,41,0,< 1 Year,Yes,2630,121,166,1
896,Male,47,1,41,0,1-2 Year,Yes,35297,124,74,1
897,Female,28,1,18,1,< 1 Year,No,38784,152,264,0
898,Male,41,1,45,0,1-2 Year,Yes,26978,25,213,0
899,Male,24,1,28,0,1-2 Year,Yes,50974,124,266,0
900,Male,24,1,6,1,< 1 Year,Yes,29526,152,32,0
901,Female,28,1,2,1,< 1 Year,No,30514,152,65,0
902,Male,24,1,36,0,< 1 Year,No,30983,152,67,0
903,Male,49,1,45,0,1-2 Year,Yes,27937,124,132,0
904,Female,51,1,50,0,< 1 Year,Yes,45869,122,100,0
905,Female,69,1,28,0,1-2 Year,No,46732,13,259,0
906,Female,22,1,36,1,< 1 Year,Yes,2630,160,106,0
907,Male,44,1,28,0,1-2 Year,Yes,35482,26,59,0
908,Male,35,1,27,0,1-2 Year,Yes,22791,156,36,0
909,Male,30,1,38,1,1-2 Year,No,25412,124,175,0
910,Female,36,1,33,0,1-2 Year,Yes,2630,160,180,0
911,Female,21,1,28,0,< 1 Year,Yes,32733,152,145,0
912,Male,72,1,28,0,> 2 Years,Yes,54468,122,129,1
913,Male,22,1,46,1,< 1 Year,No,21470,152,182,0
914,Female,25,1,35,1,< 1 Year,No,31745,152,242,0
915,Male,49,1,7,0,1-2 Year,No,36497,4,252,0
916,Female,31,1,29,1,< 1 Year,No,25259,152,42,0
917,Male,24,1,15,0,< 1 Year,Yes,27709,152,64,0
918,Female,47,1,8,0,1-2 Year,Yes,32305,26,80,0
919,Male,32,1,28,0,1-2 Year,Yes,2630,124,227,1
920,Male,42,1,8,1,1-2 Year,No,28725,26,284,0
921,Female,70,1,6,1,1-2 Year,No,25776,124,105,0
922,Male,59,1,26,1,1-2 Year,No,47831,22,274,0
923,Male,24,1,8,1,< 1 Year,No,29817,152,88,0
924,Male,25,1,15,1,< 1 Year,No,30587,152,49,0
925,Male,37,1,18,0,1-2 Year,Yes,53672,154,32,1
926,Male,22,1,28,1,< 1 Year,No,33860,152,247,0
927,Female,26,1,14,1,< 1 Year,No,42792,152,86,0
928,Female,81,1,28,1,1-2 Year,No,38673,26,36,0
929,Female,64,1,28,0,1-2 Year,Yes,54624,26,17,0
930,Female,31,1,12,0,1-2 Year,Yes,2630,26,186,0
931,Female,51,1,28,0,1-2 Year,Yes,37564,26,252,1
932,Female,25,1,47,0,< 1 Year,Yes,57180,154,205,1
933,Male,25,1,28,1,< 1 Year,No,54611,152,231,0
934,Female,22,1,41,1,< 1 Year,No,21700,152,124,0
935,Female,42,1,15,0,1-2 Year,Yes,27103,124,175,0
936,Female,23,1,36,1,< 1 Year,No,34976,152,100,0
937,Female,66,1,28,0,1-2 Year,Yes,35154,122,160,0
938,Male,64,1,25,0,> 2 Years,Yes,25272,26,91,0
939,Female,43,1,16,1,1-2 Year,No,34518,152,219,0
940,Male,25,1,2,0,< 1 Year,No,27134,152,65,0
941,Male,50,1,28,0,1-2 Year,Yes,26968,122,17,0
942,Male,35,1,8,1,1-2 Year,No,37449,124,70,0
943,Female,42,1,28,0,1-2 Year,Yes,43878,26,59,0
944,Female,25,1,36,0,< 1 Year,Yes,29430,152,271,0
945,Female,22,1,7,0,< 1 Year,Yes,49396,160,133,0
946,Female,42,1,28,1,1-2 Year,No,23211,26,113,0
947,Male,22,1,15,1,< 1 Year,No,38356,152,258,0
948,Female,22,1,37,0,< 1 Year,Yes,30266,160,88,0
949,Male,20,1,36,0,< 1 Year,Yes,41945,160,50,0
950,Female,46,1,26,0,1-2 Year,Yes,2630,157,142,1
951,Female,22,1,45,1,< 1 Year,No,21280,152,45,0
952,Female,22,1,26,1,< 1 Year,No,33459,152,153,0
953,Male,45,1,46,0,1-2 Year,Yes,13895,124,113,0
954,Female,23,1,28,0,< 1 Year,Yes,65093,152,240,0
955,Male,57,1,39,0,1-2 Year,Yes,2630,124,49,0
956,Male,20,1,11,1,< 1 Year,No,29587,160,187,0
957,Male,50,1,15,0,1-2 Year,Yes,33666,124,242,1
958,Female,28,1,30,0,< 1 Year,Yes,30354,26,232,0
959,Male,36,1,29,0,> 2 Years,Yes,28075,156,230,0
960,Female,21,1,45,0,< 1 Year,Yes,27546,160,279,0
961,Female,20,1,30,1,< 1 Year,No,35192,160,25,0
962,Male,23,1,41,1,< 1 Year,No,32978,152,112,0
963,Female,22,1,46,1,< 1 Year,No,59086,152,238,0
964,Male,33,1,15,1,< 1 Year,No,35268,152,268,0
965,Male,35,1,46,0,1-2 Year,Yes,23146,124,268,0
966,Female,25,1,8,1,< 1 Year,No,36341,152,65,0
967,Female,27,1,8,0,< 1 Year,No,42963,152,175,0
968,Male,47,1,3,0,1-2 Year,Yes,24495,7,284,0
969,Female,25,1,12,1,< 1 Year,No,23262,152,69,0
970,Male,33,1,36,0,1-2 Year,Yes,26910,124,31,0
971,Male,34,1,28,0,1-2 Year,Yes,31177,26,103,1
972,Male,52,1,28,0,1-2 Year,Yes,50851,124,285,1
973,Male,32,1,8,1,< 1 Year,No,30505,152,181,0
974,Male,40,1,8,0,1-2 Year,No,49097,26,208,0
975,Male,57,1,46,0,1-2 Year,Yes,2630,11,269,0
976,Female,23,1,46,0,< 1 Year,Yes,47385,152,277,0
977,Male,33,1,10,1,< 1 Year,No,21928,152,58,0
978,Female,67,1,28,0,1-2 Year,Yes,2630,42,138,0
979,Female,33,1,46,0,1-2 Year,Yes,2630,156,116,1
980,Male,48,1,27,0,1-2 Year,Yes,32645,152,182,0
981,Male,35,1,32,0,1-2 Year,Yes,34062,163,236,1
982,Male,38,1,36,0,1-2 Year,Yes,37742,26,295,1
983,Male,24,1,17,1,< 1 Year,No,29625,83,286,0
984,Female,23,1,47,0,< 1 Year,No,29431,151,257,0
985,Male,23,1,16,0,< 1 Year,Yes,2630,152,126,1
986,Female,25,1,46,1,< 1 Year,No,20804,152,204,0
987,Female,23,1,16,1,< 1 Year,No,2630,26,145,0
988,Male,23,1,47,1,< 1 Year,No,31231,152,175,0
989,Male,48,1,3,0,1-2 Year,Yes,32485,124,12,1
990,Female,51,1,28,1,1-2 Year,No,37768,25,69,0
991,Female,43,1,3,0,1-2 Year,Yes,30437,26,208,0
992,Male,66,1,3,1,1-2 Year,No,2630,26,240,0
993,Female,25,1,3,1,< 1 Year,No,22102,152,163,0
994,Female,27,1,10,1,< 1 Year,No,30517,152,125,0
995,Female,58,1,28,0,1-2 Year,Yes,42064,26,163,0
996,Female,25,1,35,1,< 1 Year,No,41195,152,148,0
997,Male,31,1,28,1,< 1 Year,No,38881,152,120,0
998,Male,31,1,41,0,< 1 Year,Yes,18987,152,100,1
999,Female,43,1,28,0,1-2 Year,Yes,55924,26,216,1
1000,Female,21,1,46,1,< 1 Year,No,29298,160,37,0
1001,Male,49,1,18,0,1-2 Year,Yes,47406,26,212,0
1002,Female,26,1,28,1,< 1 Year,No,43080,152,76,0
1003,Female,26,1,28,1,< 1 Year,No,51451,152,30,0
1004,Female,25,1,41,1,< 1 Year,No,23420,152,90,0
1005,Male,49,1,5,0,1-2 Year,Yes,36205,26,281,0
1006,Female,23,1,41,0,< 1 Year,Yes,46543,152,36,0
1007,Male,54,1,48,0,1-2 Year,Yes,2630,124,254,0
1008,Male,23,1,28,0,< 1 Year,Yes,65040,26,55,1
1009,Female,54,1,28,0,> 2 Years,Yes,49985,157,295,0
1010,Female,42,1,33,1,1-2 Year,No,31856,152,186,0
1011,Male,53,1,28,0,1-2 Year,Yes,48625,124,13,0
1012,Female,24,1,8,1,< 1 Year,No,44095,152,63,0
1013,Female,47,1,20,0,1-2 Year,Yes,2630,26,227,1
1014,Female,67,1,28,1,1-2 Year,Yes,37809,124,294,0
1015,Male,27,1,50,1,< 1 Year,No,21844,152,17,0
1016,Male,49,1,3,0,1-2 Year,Yes,40065,26,267,0
1017,Female,24,1,11,1,< 1 Year,No,21837,152,95,0
1018,Male,32,1,41,1,< 1 Year,No,26466,152,25,0
1019,Female,39,1,8,0,1-2 Year,Yes,2630,19,102,0
1020,Female,45,1,28,0,1-2 Year,Yes,45878,26,127,1
1021,Female,34,1,28,1,1-2 Year,No,36282,155,190,0
1022,Female,61,1,28,0,1-2 Year,Yes,54320,26,20,0
1023,Male,45,1,50,1,1-2 Year,Yes,26717,30,221,0
1024,Female,71,1,28,1,1-2 Year,No,40980,122,255,0
1025,Female,22,1,28,0,1-2 Year,Yes,2630,124,117,0
1026,Female,25,1,33,1,< 1 Year,No,33951,152,206,0
1027,Male,45,1,46,0,1-2 Year,Yes,25738,124,155,0
1028,Male,30,1,3,0,< 1 Year,Yes,22419,152,90,0
1029,Female,27,1,15,1,< 1 Year,No,31022,152,39,0
1030,Female,62,1,28,0,1-2 Year,Yes,37684,13,73,0
1031,Male,47,1,28,0,1-2 Year,Yes,45821,124,44,0
1032,Male,38,1,28,0,> 2 Years,Yes,43607,124,62,0
1033,Male,53,1,28,0,> 2 Years,Yes,68850,154,39,0
1034,Female,22,1,28,1,< 1 Year,No,29540,152,122,0
1035,Male,45,1,29,0,1-2 Year,Yes,42124,26,71,1
1036,Male,21,1,37,1,< 1 Year,Yes,29537,160,243,0
1037,Female,21,1,41,0,1-2 Year,Yes,27381,124,292,0
1038,Female,28,1,28,1,< 1 Year,No,45896,152,215,0
1039,Male,41,1,50,0,1-2 Year,Yes,37067,152,124,0
1040,Female,22,1,8,0,< 1 Year,Yes,33829,152,168,0
1041,Male,41,1,15,0,1-2 Year,Yes,2630,157,232,0
1042,Male,38,1,22,0,1-2 Year,Yes,54790,124,164,0
1043,Female,26,1,21,1,< 1 Year,No,29505,152,28,0
1044,Male,28,1,9,0,1-2 Year,Yes,31804,157,124,1
1045,Female,65,1,28,1,1-2 Year,No,48784,26,288,0
1046,Male,39,1,30,1,1-2 Year,No,28982,124,89,0
1047,Male,27,1,45,1,< 1 Year,Yes,24301,152,102,0
1048,Female,50,1,11,0,1-2 Year,Yes,35427,124,237,1
1049,Male,47,1,28,1,1-2 Year,No,35116,61,38,0
1050,Male,65,1,41,0,1-2 Year,Yes,41305,26,230,0
1051,Male,24,1,7,1,< 1 Year,No,36284,152,99,0
1052,Female,48,1,18,0,1-2 Year,Yes,33361,124,289,0
1053,Female,53,1,28,1,1-2 Year,No,31164,13,202,0
1054,Male,53,1,3,0,1-2 Year,Yes,18090,26,85,1
1055,Female,42,1,35,1,1-2 Year,No,2630,152,57,0
1056,Female,23,1,18,1,< 1 Year,No,26583,152,54,0
1057,Female,31,1,28,0,< 1 Year,Yes,38865,26,157,0
1058,Male,50,1,47,0,1-2 Year,Yes,39197,124,295,0
1059,Male,40,1,20,1,1-2 Year,No,2630,124,165,0
1060,Male,30,1,41,0,< 1 Year,Yes,42814,152,144,0
1061,Male,21,1,30,1,< 1 Year,No,31543,152,192,0
1062,Male,71,0,3,0,1-2 Year,No,25323,26,179,0
1063,Female,24,1,25,1,< 1 Year,No,42342,152,147,0
1064,Male,72,1,9,0,1-2 Year,No,25026,26,187,0
1065,Female,24,1,50,1,< 1 Year,No,22267,152,231,0
1066,Male,46,1,7,0,1-2 Year,Yes,42101,152,164,0
1067,Male,65,1,8,1,1-2 Year,No,2630,26,118,0
1068,Male,54,1,7,1,1-2 Year,No,37697,124,138,0
1069,Female,21,1,28,0,< 1 Year,Yes,60733,124,292,0
1070,Male,59,1,3,0,1-2 Year,No,2630,26,87,0
1071,Male,24,1,49,0,< 1 Year,Yes,27291,152,155,1
1072,Female,22,1,8,0,< 1 Year,No,44879,160,247,0
1073,Male,44,1,28,0,1-2 Year,Yes,31494,124,204,0
1074,Male,50,1,48,1,1-2 Year,No,2630,26,114,0
1075,Female,21,1,28,1,< 1 Year,No,37386,152,275,0
1076,Female,34,1,8,0,1-2 Year,Yes,2630,124,57,0
1077,Female,69,1,28,0,> 2 Years,Yes,42340,26,40,0
1078,Female,21,1,30,0,< 1 Year,Yes,25024,160,20,0
1079,Male,25,1,28,0,1-2 Year,No,32174,26,239,0
1080,Male,71,1,28,0,1-2 Year,Yes,67477,26,221,1
1081,Male,23,1,50,1,< 1 Year,No,45359,152,141,0
1082,Male,74,1,30,0,> 2 Years,Yes,34753,124,206,1
1083,Male,43,1,28,0,1-2 Year,Yes,29751,124,269,0
1084,Female,31,1,5,1,< 1 Year,No,35655,152,103,0
1085,Female,47,1,12,0,1-2 Year,Yes,27971,154,276,0
1086,Male,25,1,10,1,< 1 Year,No,22069,152,93,0
1087,Female,27,1,12,1,< 1 Year,No,28210,152,33,0
1088,Female,33,1,33,1,< 1 Year,No,28238,152,231,0
1089,Female,68,1,47,1,1-2 Year,No,36077,16,130,0
1090,Female,41,1,35,0,1-2 Year,No,23041,124,176,0
1091,Male,62,1,8,0,1-2 Year,Yes,28505,7,123,0
1092,Female,22,1,41,1,< 1 Year,No,36997,152,25,0
1093,Female,32,1,46,1,1-2 Year,No,19107,124,220,0
1094,Male,43,1,31,0,1-2 Year,Yes,2630,124,114,0
1095,Female,24,1,50,1,< 1 Year,No,26717,152,296,0
1096,Male,77,1,7,0,1-2 Year,Yes,36581,124,191,0
1097,Male,61,1,49,1,1-2 Year,No,23580,26,290,0
1098,Male,43,1,28,0,1-2 Year,Yes,52520,124,63,0
1099,Female,45,1,28,0,1-2 Year,Yes,40525,26,174,0
1100,Male,27,1,35,1,< 1 Year,No,30996,152,226,0
1101,Female,42,1,21,0,1-2 Year,No,30377,152,252,0
1102,Female,61,1,11,0,1-2 Year,Yes,28484,120,23,0
1103,Female,27,1,28,1,< 1 Year,No,27632,152,218,0
1104,Male,23,1,46,1,< 1 Year,No,31870,151,254,0
1105,Female,47,1,28,0,1-2 Year,Yes,28815,26,97,1
1106,Female,33,1,28,1,1-2 Year,No,32211,124,242,0
1107,Female,77,1,28,0,1-2 Year,Yes,47544,26,45,0
1108,Male,33,1,41,1,< 1 Year,No,32985,152,40,0
1109,Female,25,1,25,1,< 1 Year,No,28122,152,171,0
1110,Male,56,1,28,1,1-2 Year,No,2630,26,242,0
1111,Male,26,1,30,1,< 1 Year,No,18212,152,26,0
1112,Male,24,1,36,1,< 1 Year,No,34727,152,75,0
1113,Male,21,1,8,0,< 1 Year,Yes,48914,160,57,0
1114,Male,38,1,28,0,1-2 Year,Yes,32338,124,259,0
1115,Male,22,1,8,0,< 1 Year,Yes,2630,160,211,0
1116,Male,50,1,8,1,1-2 Year,No,39267,26,174,0
1117,Female,61,1,28,1,1-2 Year,No,2630,26,226,0
1118,Female,23,1,27,0,< 1 Year,Yes,38228,160,198,0
1119,Male,23,1,28,0,< 1 Year,Yes,66952,26,167,0
1120,Male,32,1,41,1,< 1 Year,No,40287,152,248,0
1121,Male,26,1,36,1,< 1 Year,No,2630,152,138,0
1122,Female,26,1,51,1,< 1 Year,No,2630,160,245,0
1123,Female,24,1,32,0,< 1 Year,Yes,33896,152,295,0
1124,Male,70,1,8,0,1-2 Year,Yes,29174,26,222,0
1125,Female,26,1,6,1,< 1 Year,No,19814,152,81,0
1126,Male,52,1,22,0,1-2 Year,Yes,30642,8,148,1
1127,Male,33,1,24,0,< 1 Year,Yes,2630,156,120,1
1128,Female,27,1,8,1,< 1 Year,No,35169,152,203,0
1129,Female,23,1,8,1,< 1 Year,No,40813,152,276,0
1130,Female,64,1,28,0,1-2 Year,Yes,2630,156,155,0
1131,Male,48,1,28,0,1-2 Year,Yes,21877,124,109,0
1132,Female,41,1,8,0,1-2 Year,No,42356,124,115,0
1133,Male,52,1,50,1,1-2 Year,No,37981,8,272,0
1134,Female,25,1,28,0,< 1 Year,Yes,23752,152,151,1
1135,Female,61,1,8,0,1-2 Year,Yes,2630,26,283,0
1136,Male,22,1,8,1,< 1 Year,No,25266,26,188,0
1137,Male,68,1,11,0,1-2 Year,Yes,33639,124,180,0
1138,Female,23,1,6,1,< 1 Year,No,13636,152,163,0
1139,Female,38,1,24,1,1-2 Year,No,20761,152,92,0
1140,Female,27,1,29,1,< 1 Year,No,30006,152,110,0
1141,Female,43,1,28,1,1-2 Year,No,139130,122,28,0
1142,Female,36,1,8,0,1-2 Year,Yes,57831,26,221,0
1143,Male,23,1,11,1,< 1 Year,No,31897,152,138,0
1144,Female,45,1,48,0,1-2 Year,Yes,2630,157,171,1
1145,Male,43,1,28,0,1-2 Year,Yes,22441,26,83,0
1146,Male,42,1,28,0,1-2 Year,Yes,25231,13,246,0
1147,Male,23,1,39,0,< 1 Year,No,2630,152,293,0
1148,Female,40,1,7,1,1-2 Year,No,2630,124,184,0
1149,Male,55,1,41,0,1-2 Year,Yes,22757,136,77,0
1150,Male,45,1,28,1,1-2 Year,No,2630,156,55,0
1151,Female,48,1,28,1,1-2 Year,No,43755,26,295,0
1152,Female,37,1,47,0,1-2 Year,No,41035,124,212,0
1153,Male,54,1,28,0,> 2 Years,Yes,37248,124,262,0
1154,Male,36,1,39,0,1-2 Year,Yes,29846,26,47,1
1155,Female,46,1,28,0,1-2 Year,Yes,42666,26,259,0
1156,Female,21,1,17,0,< 1 Year,Yes,42852,152,200,0
1157,Male,45,1,7,0,1-2 Year,No,2630,26,97,0
1158,Female,68,1,24,0,1-2 Year,Yes,33437,124,22,0
1159,Female,47,1,31,0,1-2 Year,Yes,2630,26,40,1
1160,Male,22,1,12,1,< 1 Year,No,30902,152,159,0
1161,Male,24,1,36,0,< 1 Year,No,29653,152,159,0
1162,Female,21,1,12,0,< 1 Year,Yes,2630,152,149,0
1163,Male,50,1,28,0,1-2 Year,Yes,40768,124,94,0
1164,Male,28,1,27,1,< 1 Year,No,25757,152,129,0
1165,Male,40,1,28,1,1-2 Year,No,58145,124,172,0
1166,Male,36,1,18,0,1-2 Year,No,2630,124,212,1
1167,Male,24,1,34,0,< 1 Year,No,29619,151,100,0
1168,Male,33,1,28,0,1-2 Year,Yes,28902,124,220,1
1169,Female,58,1,28,0,1-2 Year,Yes,40773,26,166,0
1170,Female,21,1,46,1,< 1 Year,No,48452,160,111,0
1171,Male,45,1,20,0,1-2 Year,Yes,2630,124,123,0
1172,Male,42,1,28,0,> 2 Years,Yes,36553,26,259,0
1173,Male,68,1,2,1,1-2 Year,No,34796,26,170,0
1174,Female,27,1,41,1,< 1 Year,No,41109,152,34,0
1175,Male,24,1,13,0,< 1 Year,No,23564,152,45,0
1176,Male,36,1,28,0,1-2 Year,Yes,60320,124,21,0
1177,Male,59,1,26,0,> 2 Years,Yes,38063,22,283,0
1178,Female,21,1,30,1,< 1 Year,No,27662,152,16,0
1179,Female,66,1,46,1,1-2 Year,No,33671,124,177,0
1180,Male,75,1,28,1,1-2 Year,No,31290,124,157,0
1181,Female,67,1,37,0,1-2 Year,Yes,42448,156,180,1
1182,Female,24,1,30,1,< 1 Year,No,33522,152,188,0
1183,Female,53,1,8,0,1-2 Year,Yes,51134,152,149,0
1184,Female,31,1,28,0,< 1 Year,Yes,28921,124,264,1
1185,Female,24,1,15,0,< 1 Year,Yes,47809,152,24,0
1186,Male,27,1,8,0,< 1 Year,Yes,33975,152,298,0
1187,Male,59,1,28,1,1-2 Year,No,36629,120,263,0
1188,Male,28,1,11,1,< 1 Year,No,2630,160,156,0
1189,Female,39,1,28,0,> 2 Years,Yes,34874,26,70,1
1190,Male,42,1,36,0,1-2 Year,Yes,51383,26,126,0
1191,Female,22,1,8,1,< 1 Year,No,45841,152,48,0
1192,Male,21,1,37,0,< 1 Year,Yes,29314,160,210,0
1193,Male,39,1,19,1,1-2 Year,No,26368,124,207,0
1194,Male,56,1,8,0,1-2 Year,Yes,35429,124,259,0
1195,Male,46,1,28,0,1-2 Year,Yes,47144,26,84,0
1196,Female,23,1,32,1,< 1 Year,No,33613,151,219,0
1197,Male,28,1,11,0,< 1 Year,Yes,2630,124,221,1
1198,Female,26,1,37,0,< 1 Year,Yes,31602,152,280,0
1199,Female,22,1,37,0,< 1 Year,Yes,32373,160,219,0
1200,Male,41,1,28,0,1-2 Year,Yes,98002,52,44,0
1201,Male,23,1,8,1,< 1 Year,No,51281,152,148,0
1202,Female,59,1,28,0,1-2 Year,Yes,37871,26,127,0
1203,Male,26,1,8,1,< 1 Year,No,51556,152,295,0
1204,Female,25,1,8,1,< 1 Year,No,41939,152,167,0
1205,Male,23,1,50,1,< 1 Year,No,28016,152,131,0
1206,Female,26,1,17,1,< 1 Year,No,20416,152,143,0
1207,Male,29,1,41,1,< 1 Year,No,29620,152,145,0
1208,Female,21,1,41,1,< 1 Year,No,27094,152,299,0
1209,Male,21,1,28,1,< 1 Year,No,63440,152,164,0
1210,Female,26,1,21,1,< 1 Year,No,33002,152,20,0
1211,Male,42,1,28,1,1-2 Year,No,34454,154,179,0
1212,Male,49,1,28,1,1-2 Year,Yes,2630,26,150,0
1213,Female,56,1,28,0,1-2 Year,Yes,28268,26,170,1
1214,Male,65,1,28,1,1-2 Year,Yes,67117,26,182,0
1215,Female,27,1,3,1,< 1 Year,No,2630,152,83,0
1216,Male,50,1,17,0,1-2 Year,Yes,37489,26,36,0
1217,Female,21,1,4,0,< 1 Year,Yes,2630,160,208,0
1218,Male,40,1,41,1,1-2 Year,No,2630,26,233,0
1219,Male,59,1,46,0,1-2 Year,No,29034,26,283,0
1220,Male,51,1,15,0,1-2 Year,Yes,32420,154,281,0
1221,Female,22,1,15,1,< 1 Year,Yes,42142,152,182,0
1222,Male,23,1,50,0,< 1 Year,No,39583,151,128,0
1223,Female,24,1,15,1,< 1 Year,No,28883,152,249,0
1224,Female,62,1,28,0,> 2 Years,Yes,41904,26,35,1
1225,Male,24,1,28,0,< 1 Year,Yes,43900,152,270,1
1226,Female,20,1,2,0,< 1 Year,Yes,30476,124,281,0
1227,Female,25,1,37,0,< 1 Year,No,27220,152,203,0
1228,Male,49,1,28,1,1-2 Year,No,33238,26,288,0
1229,Male,47,1,35,1,1-2 Year,No,41798,122,62,0
1230,Female,58,1,28,0,1-2 Year,Yes,47480,124,137,0
1231,Male,27,1,15,1,< 1 Year,No,2630,152,181,0
1232,Female,23,1,6,1,< 1 Year,No,30404,152,145,0
1233,Female,20,1,47,0,< 1 Year,Yes,46175,160,171,0
1234,Male,32,1,17,0,1-2 Year,Yes,41966,156,187,0
1235,Male,66,1,28,0,1-2 Year,Yes,64942,26,248,1
1236,Male,27,1,46,0,< 1 Year,Yes,2630,152,211,0
1237,Male,61,1,46,0,1-2 Year,Yes,24554,156,292,0
1238,Male,47,1,8,0,1-2 Year,Yes,34444,124,203,0
1239,Male,47,1,30,0,1-2 Year,Yes,30100,124,60,1
1240,Female,24,1,36,1,< 1 Year,No,32851,152,144,0
1241,Female,20,1,15,0,< 1 Year,Yes,34907,122,67,0
1242,Female,57,1,40,0,1-2 Year,No,33701,26,257,0
1243,Male,26,1,28,1,< 1 Year,No,39914,152,278,0
1244,Male,26,1,28,1,< 1 Year,Yes,2630,160,186,0
1245,Female,78,1,28,1,1-2 Year,No,45112,152,236,0
1246,Female,56,1,28,0,1-2 Year,Yes,2630,26,97,0
1247,Female,25,1,8,0,< 1 Year,Yes,38777,152,217,0
1248,Male,28,1,46,0,< 1 Year,No,22877,152,240,0
1249,Male,35,1,28,0,1-2 Year,Yes,35728,124,275,0
1250,Male,32,1,6,1,< 1 Year,No,22707,152,200,0
1251,Female,45,1,6,1,1-2 Year,No,31331,26,189,0
1252,Male,36,1,28,0,1-2 Year,Yes,50127,55,64,0
1253,Male,22,1,2,0,< 1 Year,Yes,30074,152,151,0
1254,Male,40,1,28,0,1-2 Year,Yes,30258,124,76,0
1255,Female,22,1,29,1,< 1 Year,No,48835,152,190,0
1256,Female,25,1,21,1,< 1 Year,No,30619,152,153,0
1257,Male,47,1,28,0,1-2 Year,Yes,55456,124,42,0
1258,Male,44,1,28,0,> 2 Years,Yes,42522,26,174,0
1259,Male,25,1,28,1,< 1 Year,No,26289,152,255,0
1260,Male,41,1,39,0,1-2 Year,Yes,2630,124,120,0
1261,Female,26,1,33,1,< 1 Year,No,31930,152,70,0
1262,Female,22,1,15,0,< 1 Year,Yes,26947,160,131,0
1263,Female,20,1,15,1,< 1 Year,Yes,2630,160,253,0
1264,Male,38,1,28,0,1-2 Year,Yes,18906,24,136,1
1265,Female,50,1,33,0,1-2 Year,Yes,28259,26,252,0
1266,Male,37,1,27,1,1-2 Year,No,34545,124,299,0
1267,Male,56,1,28,0,1-2 Year,Yes,40756,124,128,0
1268,Female,48,1,8,1,1-2 Year,No,52396,26,138,0
1269,Male,34,1,11,1,1-2 Year,Yes,30707,124,284,0
1270,Male,59,1,28,0,1-2 Year,Yes,61464,26,141,1
1271,Female,28,1,49,1,< 1 Year,No,2630,152,269,0
1272,Male,21,1,3,0,< 1 Year,Yes,23485,160,249,0
1273,Female,23,1,41,1,< 1 Year,No,43838,152,232,0
1274,Female,34,1,8,1,1-2 Year,No,32602,152,143,0
1275,Female,28,1,45,0,< 1 Year,No,24443,152,236,0
1276,Female,21,1,15,0,< 1 Year,Yes,39508,160,206,0
1277,Male,62,1,26,0,1-2 Year,Yes,29337,26,275,0
1278,Male,31,1,30,0,< 1 Year,Yes,22917,152,92,0
1279,Male,50,1,46,0,1-2 Year,Yes,28375,124,175,0
1280,Male,24,1,8,1,< 1 Year,No,48904,152,262,0
1281,Female,42,1,28,0,1-2 Year,Yes,29080,124,113,0
1282,Female,72,1,8,1,1-2 Year,No,28884,26,150,0
1283,Female,20,1,46,1,< 1 Year,No,34027,160,119,0
1284,Female,49,1,46,1,1-2 Year,No,2630,124,288,0
1285,Female,22,1,50,1,< 1 Year,No,33248,152,209,0
1286,Female,27,1,30,1,< 1 Year,No,18455,152,124,0
1287,Female,44,1,50,0,1-2 Year,Yes,2630,18,79,0
1288,Male,45,1,18,1,1-2 Year,Yes,2630,124,173,0
1289,Female,47,1,28,0,1-2 Year,Yes,42740,56,250,0
1290,Male,31,1,28,0,< 1 Year,Yes,37288,124,224,0
1291,Male,57,1,27,0,1-2 Year,No,28650,26,48,0
